,Unnamed: 0,Unnamed: 0.1,row_i,thing, preferredLabel, index,cw_number,cw1_dateModified,cw1_category,cw2_dateModified,cw2_category,cw3_dateModified,cw3_category,cw4_dateModified,cw4_category,cw5_dateModified,cw5_category,cw6_dateModified,cw6_category,cw7_dateModified,cw7_category,cw8_dateModified,cw8_category,cw9_dateModified,cw9_category,cw10_dateModified,cw10_category,cw11_dateModified,cw11_category,cw12_dateModified,cw12_category,cw13_dateModified,cw13_category,cw14_dateModified,cw14_category,cw15_dateModified,cw15_category,cw16_dateModified,cw16_category,cw17_dateModified,cw17_category,cw18_dateModified,cw18_category,cw19_dateModified,cw19_category,cw20_dateModified,cw20_category,unique_categories,non_sport_categories,non_sport_category_count
314,314,314,314,50ff6cc4-129e-428a-b936-39618e33f9e6, South Korea, http://www.bbc.co.uk/sport/football/teams/south-korea,20,2019-10-17,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-11-07,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-08-07,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-05,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-15,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-12-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-07-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-03-07,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-06-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-06-27,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-06-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-06-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-06-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-06-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-06-27,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-06-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw1_category', 'cw2_category', 'cw3_category', 'cw4_category', 'cw14_category', 'cw19_category']",6
319,319,319,319,32a71ba8-5632-3e4b-935c-7cfcb99b33a8, Ipswich Town, http://www.bbc.co.uk/sport/football/teams/ipswich-town,20,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-05-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-09,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-03-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw6_category', 'cw7_category', 'cw19_category']",3
321,321,321,321,65e7e652-4bcc-4d48-a19c-241f58d830ba, Bangladesh, http://www.bbc.co.uk/sport/cricket/teams/bangladesh,20,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-30,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2019-10-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-15,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-07,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,2019-09-07,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-07,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,2019-06-07,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,2019-06-07,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,2019-05-07,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-07,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw5_category'],1
329,329,329,329,f21d1a82-e919-b24f-b3fb-8f2f46372f40, Table Tennis, http://www.bbc.co.uk/sport/table-tennis,20,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-15,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2019-06-14,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2019-05-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-05,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-03,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,2019-01-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-01,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-11-01,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-12-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,,"['cw8_category', 'cw9_category', 'cw18_category', 'cw19_category']",4
335,335,335,335,44bdad3c-5185-430c-822f-64bad2848b83, Las Palmas, http://www.bbc.co.uk/sport/football/teams/las-palmas,16,2018-11-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-03-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-03-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-01-03,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-02-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-01-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-01-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-05-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-09-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-07,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-10-05,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-01-03,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-02-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-05-02,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2017-09-01,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-09-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,,,,,,,,,['cw14_category'],1
341,341,341,341,a922e938-91e3-40a0-adba-097983a7d38e, Disability Sport, http://www.bbc.co.uk/sport/disability-sport,20,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw1_category'],1
345,345,345,345,be635de8-c92e-47be-a456-68219c8c99a7, Bayer 04 Leverkusen, http://www.bbc.co.uk/sport/football/teams/bayer-leverkusen,20,2019-01-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-05,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-04,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-03,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-02,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-10-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-09-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-09-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-07-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-06-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-04-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-04-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-12-01,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2017-08-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-07-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-07-20,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,,"['cw17_category', 'cw20_category']",2
346,346,346,346,4063f80f-cccc-44c8-9449-5ca44e4c8592, Sport, http://www.bbc.co.uk/sport,20,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw8_category', 'cw13_category', 'cw14_category']",3
350,350,350,350,b74aa261-04cb-8845-abf6-bf5648d2ed31, Yeovil Town, http://www.bbc.co.uk/sport/football/teams/yeovil-town,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-30,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw8_category'],1
352,352,352,352,da76bafe-c659-1345-8448-08ef198f492f, Barnsley, http://www.bbc.co.uk/sport/football/teams/barnsley,20,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-16,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-15,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw17_category'],1
353,353,353,353,f3e8f72a-99b1-40a8-a9d6-9e5fbf7c6cfb, Werder Bremen, http://www.bbc.co.uk/sport/football/teams/werder-bremen,18,2019-09-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-03,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-02,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-12-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-10-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-09-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-08-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-07-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-10-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-08-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-11-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-03-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-01-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-01-19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2016-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-08-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,,,,,['cw16_category'],1
354,354,354,354,5a9bba82-5f5e-f343-9df7-48fc6d6a008e, Fencing, http://www.bbc.co.uk/sport/fencing,20,2019-07-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-14,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-02,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-07-12,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-09-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-09-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-08-21,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2018-08-17,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-07-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-07-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-07-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-05-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-10-03,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2017-11-29,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2017-11-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2017-11-14,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,,"['cw2_category', 'cw11_category', 'cw12_category', 'cw17_category', 'cw18_category', 'cw19_category', 'cw20_category']",7
355,355,355,355,039859a4-51ac-447f-a687-728ee2b34817, Bowls, http://www.bbc.co.uk/sport/bowls,20,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-14,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-04-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-04,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-04,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-01-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-11-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw6_category', 'cw8_category', 'cw9_category']",3
356,356,356,356,b04d768b-f13c-4b50-9098-dc9e3339f887, Gloucester, http://www.bbc.co.uk/sport/rugby-union/teams/gloucester,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-27,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,2019-10-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-27,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,,"['cw6_category', 'cw20_category']",2
357,357,357,357,b3a086df-ab42-2b44-be8b-76b600bfcdce, Athletics, http://www.bbc.co.uk/sport/athletics,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw5_category', 'cw11_category', 'cw18_category']",3
360,360,360,360,b9bb453a-a3e2-46b4-9d20-35efa09d72b8, Spain, http://www.bbc.co.uk/sport/football/teams/spain,20,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-18,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-15,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-15,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-20,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-29,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-26,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,,"['cw2_category', 'cw4_category', 'cw9_category', 'cw16_category', 'cw20_category']",5
