,Unnamed: 0,Unnamed: 0.1,row_i,thing, preferredLabel, index,cw_number,cw1_dateModified,cw1_category,cw2_dateModified,cw2_category,cw3_dateModified,cw3_category,cw4_dateModified,cw4_category,cw5_dateModified,cw5_category,cw6_dateModified,cw6_category,cw7_dateModified,cw7_category,cw8_dateModified,cw8_category,cw9_dateModified,cw9_category,cw10_dateModified,cw10_category,cw11_dateModified,cw11_category,cw12_dateModified,cw12_category,cw13_dateModified,cw13_category,cw14_dateModified,cw14_category,cw15_dateModified,cw15_category,cw16_dateModified,cw16_category,cw17_dateModified,cw17_category,cw18_dateModified,cw18_category,cw19_dateModified,cw19_category,cw20_dateModified,cw20_category,unique_categories,non_sport_categories,non_sport_category_count
363,363,363,363,af6492fe-1a6e-4066-8410-83fd00f513c7, Ukraine, http://www.bbc.co.uk/sport/football/teams/ukraine,20,2019-09-27,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-10-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-01-16,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2017-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2017-04-09,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2016-07-15,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-12-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-12-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-12-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw1_category', 'cw5_category', 'cw6_category', 'cw7_category']",4
364,364,364,364,26a06edb-3080-4853-aeb9-2c57a228837b, Austria, http://www.bbc.co.uk/sport/football/teams/austria,20,2019-03-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-11-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-11-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-10-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-06-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-02-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-05-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-03-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-02-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-01-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-01-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-08-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-08-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-10-04,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-05-12,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2016-04-12,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2016-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw17_category', 'cw18_category']",2
366,366,366,366,f475527c-74ba-4005-aee2-c529ab8300b4, Ospreys, http://www.bbc.co.uk/sport/rugby-union/teams/ospreys,20,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-13,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw3_category', 'cw10_category', 'cw17_category']",3
368,368,368,368,2389e7d4-b6ee-8b42-b430-806fd9a5a7e9, Forfar Athletic, http://www.bbc.co.uk/sport/football/teams/forfar-athletic,20,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-10,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,2019-08-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw2_category', 'cw6_category']",2
369,369,369,369,69cbc5e2-b228-a143-8085-860c053f44f7, Taekwondo, http://www.bbc.co.uk/sport/taekwondo,20,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-21,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-18,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2019-05-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-17,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2019-05-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw5_category', 'cw8_category', 'cw13_category', 'cw18_category']",4
372,372,372,372,21c45f67-36da-874e-ab36-02650add8311, Badminton, http://www.bbc.co.uk/sport/badminton,20,2019-10-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-09,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-26,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-26,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-20,http://www.bbc.co.uk/ontologies/applicationlogic-news/Explainer,2019-07-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-07,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw2_category', 'cw3_category', 'cw4_category', 'cw15_category']",4
375,375,375,375,375ef1d5-65ab-4549-899e-195f787f9c6c, Ecuador, http://www.bbc.co.uk/sport/football/teams/ecuador,20,2019-09-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-11-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-10-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-09-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-30,,2015-06-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2015-11-02,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2014-09-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2014-10-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2014-08-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2014-08-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2014-07-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2014-06-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2014-06-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2014-06-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2014-06-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2014-06-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2014-06-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw9_category'],1
376,376,376,376,661fc640-b304-2d46-bfeb-427505904447, Oldham Athletic, http://www.bbc.co.uk/sport/football/teams/oldham-athletic,20,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-27,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw14_category'],1
378,378,378,378,733c26ea-2708-4283-93f7-7887a242853d, ICC Champions Trophy, http://www.bbc.co.uk/sport/cricket/champions-trophy,20,2017-06-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-20,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2017-06-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-19,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2017-06-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,2017-06-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-15,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-15,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-15,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-15,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw2_category', 'cw5_category']",2
379,379,379,379,4624d7c0-fcab-684d-92f1-23e304d8d879, Bury, http://www.bbc.co.uk/sport/football/teams/bury,20,2019-05-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-27,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,2019-09-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw3_category', 'cw11_category']",2
380,380,380,380,ef55ff8e-8d36-4473-9f11-3ba9fa9ac787, World Cup, http://www.bbc.co.uk/sport/rugby-union/world-cup,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-05-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,,"['cw2_category', 'cw8_category', 'cw11_category', 'cw13_category', 'cw18_category']",5
383,383,383,383,8ffc564e-5a37-4f6b-bcec-01124da58681, Winter Olympics, http://www.bbc.co.uk/sport/winter-olympics,20,2019-10-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-10,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-09,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-05-09,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-07,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-07,,2019-06-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-02,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-02,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-23,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2019-01-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-01,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-01,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-12-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-11-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-11-18,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,,"['cw2_category', 'cw4_category', 'cw5_category', 'cw14_category', 'cw17_category', 'cw20_category']",6
384,384,384,384,a3fa3eca-3f05-4fcb-b716-70ac08c77216, Osasuna, http://www.bbc.co.uk/sport/football/teams/osasuna,9,2019-08-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-11-02,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-02,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-01-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-01-22,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2016-05-12,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-11-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-04-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,,,,,,,,,,,,,,,,,,,,,,,['cw6_category'],1
385,385,385,385,1dae0d8b-f96e-474e-b6bd-057a96fa771a, Colombia, http://www.bbc.co.uk/sport/football/teams/colombia,20,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-26,http://www.bbc.co.uk/ontologies/applicationlogic-news/Analysis,2019-07-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-07,http://www.bbc.co.uk/ontologies/applicationlogic-news/Interactive,2019-04-07,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-29,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-28,http://www.bbc.co.uk/ontologies/applicationlogic-news/Explainer,2019-06-23,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-20,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-16,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-14,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-06,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-06-03,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-22,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-02-14,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-11-02,http://www.bbc.co.uk/ontologies/applicationlogic-news/Analysis,2019-07-02,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw2_category', 'cw4_category', 'cw7_category', 'cw8_category', 'cw9_category', 'cw10_category', 'cw12_category', 'cw13_category', 'cw15_category', 'cw17_category', 'cw18_category', 'cw19_category']",12
