,Unnamed: 0,row_i,thing, preferredLabel, index,cw_number,cw1_dateModified,cw1_category,cw2_dateModified,cw2_category,cw3_dateModified,cw3_category,cw4_dateModified,cw4_category,cw5_dateModified,cw5_category,cw6_dateModified,cw6_category,cw7_dateModified,cw7_category,cw8_dateModified,cw8_category,cw9_dateModified,cw9_category,cw10_dateModified,cw10_category,cw11_dateModified,cw11_category,cw12_dateModified,cw12_category,cw13_dateModified,cw13_category,cw14_dateModified,cw14_category,cw15_dateModified,cw15_category,cw16_dateModified,cw16_category,cw17_dateModified,cw17_category,cw18_dateModified,cw18_category,cw19_dateModified,cw19_category,cw20_dateModified,cw20_category
356,356,356,b04d768b-f13c-4b50-9098-dc9e3339f887, Gloucester, http://www.bbc.co.uk/sport/rugby-union/teams/gloucester,20,12/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,27/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,26/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,22/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,19/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,18/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,14/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,11/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,06/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,29/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,27/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,27/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News
357,357,357,b3a086df-ab42-2b44-be8b-76b600bfcdce, Athletics, http://www.bbc.co.uk/sport/athletics,20,12/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,12/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,11/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,11/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,11/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,11/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,08/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,08/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,06/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,06/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
358,358,358,c7ebf02e-83e5-4b0f-a546-41041ac4c69e, Bermuda, http://www.bbc.co.uk/sport/football/teams/bermuda,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,359,359,7bf5cec0-5a16-2d42-ab3a-bb7137c4ff43, Scottish League Two, http://www.bbc.co.uk/sport/football/scottish-league-two,20,13/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,12/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,04/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,30/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,29/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,26/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,22/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,28/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,23/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,18/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,16/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,14/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
360,360,360,b9bb453a-a3e2-46b4-9d20-35efa09d72b8, Spain, http://www.bbc.co.uk/sport/football/teams/spain,20,13/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,11/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,11/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,18/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,15/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,15/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,12/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,11/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,20/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,20/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,08/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,03/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,29/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,29/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,23/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,23/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,26/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News
361,361,361,a626b35a-026a-4a02-942d-eba9975f1346, Japanese J1 League, http://www.bbc.co.uk/sport/football/japanese-j1-league,5,13/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,11/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,14/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/03/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,362,362,5d0f9de5-6f54-4772-b96d-fe015d4c694a, Republic of Ireland, http://www.bbc.co.uk/sport/football/teams/republic-of-ireland-women,13,07/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,04/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,14/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/04/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,26/03/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/03/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/02/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,26/01/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,15/08/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,14/06/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,20/09/17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/07/17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,06/04/17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,,,,,,,,,,,,,
363,363,363,af6492fe-1a6e-4066-8410-83fd00f513c7, Ukraine, http://www.bbc.co.uk/sport/football/teams/ukraine,20,27/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,07/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,22/10/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/10/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,16/01/18,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,19/10/17,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,04/09/17,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,15/07/16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/06/16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/06/16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/06/16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/06/16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,16/06/16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,16/06/16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,16/06/16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,16/06/16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,16/06/16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,12/06/16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,12/06/16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,12/06/16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
364,364,364,26a06edb-3080-4853-aeb9-2c57a228837b, Austria, http://www.bbc.co.uk/sport/football/teams/austria,20,24/03/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/11/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,12/10/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,11/10/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/06/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,06/06/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/06/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,30/05/18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,03/09/17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/09/17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/09/17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/09/17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,30/08/17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,26/08/17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,06/06/17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/04/17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/12/16,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,04/12/16,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,07/11/16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,06/10/16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
365,365,365,34dcb1f1-59d8-4555-b55d-d1218d113e2d, Wakefield Trinity, http://www.bbc.co.uk/sport/rugby-league/teams/wakefield,20,10/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,06/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,03/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,25/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,16/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,28/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,24/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,20/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,13/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,12/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,11/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Correspondent,10/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,06/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,04/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,18/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
366,366,366,f475527c-74ba-4005-aee2-c529ab8300b4, Ospreys, http://www.bbc.co.uk/sport/rugby-union/teams/ospreys,20,11/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,08/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,06/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,04/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,03/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,03/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,26/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,25/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,23/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,23/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,22/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,13/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,12/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,12/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,11/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
367,367,367,9057858a-33bd-425c-891c-a9b072728513, Ireland, http://www.bbc.co.uk/sport/cricket/teams/ireland,20,08/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,04/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,27/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,26/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,25/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,23/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,19/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,18/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,15/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,14/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,11/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,06/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,30/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
368,368,368,2389e7d4-b6ee-8b42-b430-806fd9a5a7e9, Forfar Athletic, http://www.bbc.co.uk/sport/football/teams/forfar-athletic,20,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,03/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,19/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,05/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,28/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,14/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,31/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,24/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,03/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,29/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,28/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
369,369,369,69cbc5e2-b228-a143-8085-860c053f44f7, Taekwondo, http://www.bbc.co.uk/sport/taekwondo,20,03/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,19/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,13/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,24/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,24/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,15/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,07/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,20/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,19/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,18/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,18/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,18/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,17/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
370,370,370,80db5161-a0d2-46e4-9784-9aeb7a4b9d87, Dover Athletic, http://www.bbc.co.uk/sport/football/teams/dover-athletic,20,10/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,29/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,29/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,27/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,26/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,25/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,14/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,08/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,28/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,27/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,25/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,24/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,24/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,22/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
371,371,371,b68a1520-32bc-eb42-8dc0-ccc1018e8e8f, Wolverhampton Wanderers, http://www.bbc.co.uk/sport/football/teams/wolverhampton-wanderers,20,11/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,11/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,06/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,01/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,30/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,29/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,27/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
372,372,372,21c45f67-36da-874e-ab36-02650add8311, Badminton, http://www.bbc.co.uk/sport/badminton,20,10/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,12/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,26/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,26/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,25/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,24/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,22/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,22/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,20/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,20/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,19/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,19/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,21/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,20/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-news/Explainer,17/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,12/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,30/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,30/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,29/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
373,373,373,87d9c2f2-95c4-4db2-915e-e1eead8ce772, Dutch Eredivisie, http://www.bbc.co.uk/sport/football/dutch-eredivisie,20,30/10/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/09/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,27/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,15/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,11/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/08/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,25/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,18/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,03/07/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,27/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,20/06/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,18/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,17/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,16/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,15/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,13/05/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
374,374,374,cd988a73-6c41-4690-b785-c8d3abc2d13c, England, http://www.bbc.co.uk/sport/cricket/teams/england,20,13/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,12/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,12/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,10/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,10/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,09/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,08/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,08/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,08/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,07/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,06/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,05/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,04/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,03/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,02/11/19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News
